position_1based,learned_profile,sim_coverage,holdout_coverage
7359,0.00037538036433126007,295069.0,1371656.0
7360,0.0003698331253291687,290592.0,1357279.0
7361,0.00037057937924450977,290833.0,1360978.0
7362,0.00036893532838323795,289582.0,1356369.0
7363,0.0003529023304410134,277266.0,1314365.0
7364,0.0003488654278614382,274746.0,1302391.0
7365,0.00034025612821184255,267273.0,1278284.0
7366,0.00034324814796285577,268569.0,1295075.0
7367,0.00033866747333234095,265246.0,1285153.0
7368,0.0003257793116425646,255976.0,1234753.0
7369,0.0003222613484324459,253797.0,1223553.0
7370,0.00032243135679029233,252506.0,1226431.0
7371,0.0003108682415150422,243245.0,1193809.0
7372,0.00030689310227146363,240571.0,1180527.0
7373,0.0003023232521431338,237049.0,1166558.0
7374,0.00029821503519622224,234037.0,1153382.0
7375,0.00029267862069631584,229688.0,1137870.0
7376,0.0002870524265018164,225461.0,1121325.0
7377,0.0002823985272976973,222521.0,1108170.0
7378,0.00027634444689917975,217462.0,1083146.0
7379,0.00027285641025392537,214429.0,1075497.0
7380,0.00026612739030740316,209247.0,1059304.0
7381,0.00026567403468647925,207636.0,1060107.0
7382,0.00026046617566465816,204423.0,1043076.0
7383,0.0002574862538866752,201877.0,1036018.0
7384,0.0002536887638260149,198934.0,1030667.0
7385,0.00024787855309437075,194952.0,1011292.0
7386,0.00024425871221662863,191402.0,1001886.0
7387,0.00023825939106445864,186518.0,981227.0
7388,0.00023789517840270516,186060.0,980189.0
7389,0.0002338837452400358,183307.0,969151.0
7390,0.00023307954840123398,182901.0,967723.0
7391,0.00023066059053060208,181011.0,962875.0
7392,0.00022712288852238128,178352.0,954000.0
7393,0.00022381632147258098,175567.0,950055.0
7394,0.00021297972131456986,167498.0,919993.0
7395,0.00020088047481345186,157898.0,881974.0
7396,0.0001918050848344794,150839.0,844128.0
7397,0.0001865208175619408,146247.0,823976.0
7398,0.00018294809510547446,142833.0,813965.0
7399,0.00018105317048768018,141685.0,809383.0
7400,0.000177967550629538,139970.0,799327.0
7401,0.00017274122628046018,135328.0,782613.0
7402,0.0001670258891267903,131279.0,769007.0
7403,0.00016141816025954758,126156.0,754007.0
7404,0.00015265795431478483,119071.0,724063.0
7405,0.00014668219237325277,114483.0,705135.0
7406,0.00014217537905176486,111979.0,696877.0
7407,0.00012963551163817588,102055.0,655668.0
7408,0.00012984627106307168,102133.0,622395.0
7409,0.0001266957041918196,99298.0,611570.0
7410,0.00012416531762222467,97240.0,602996.0
7411,0.00012447859145016648,97614.0,587861.0
7412,0.00011764833057144356,92158.0,566343.0
7413,0.00011434176352164323,90226.0,554169.0
7414,0.00011467350267684177,89908.0,529716.0
7415,0.0001145588903007655,89992.0,529349.0
7416,0.00011142105813796634,87593.0,522921.0
7417,0.00011148600515107623,87080.0,496684.0
7418,0.00010951467228256442,85665.0,490768.0
7419,0.0001043450173861021,81694.0,468187.0
7420,0.00010441442154717051,81977.0,451160.0
7421,0.0001034147469336164,81076.0,447792.0
7422,0.00010207378213352407,80429.0,443847.0
7423,0.00010214764344255099,80351.0,432128.0
7424,9.78490426042683e-05,76478.0,419801.0
7425,9.522378245669913e-05,74472.0,408341.0
7426,9.529063967607695e-05,74808.0,405009.0
7427,9.227442397900317e-05,72171.0,395672.0
7428,8.666414817006986e-05,68292.0,377894.0
7429,8.662085016132995e-05,67859.0,371225.0
7430,8.176892624076794e-05,64181.0,356199.0
7431,7.689025943245481e-05,59818.0,333317.0
7432,7.68526920425187e-05,60462.0,321481.0
7433,6.731630561755057e-05,52755.0,283140.0
7434,6.573529156312073e-05,51608.0,276139.0
7435,6.586327538307256e-05,51846.0,270340.0
7436,6.474071083294778e-05,50759.0,265135.0
7437,6.311703550520065e-05,49804.0,259293.0
7438,6.3116398769778e-05,49934.0,242274.0
7439,6.191742596893571e-05,48795.0,238656.0
7440,5.804480112840316e-05,45381.0,225398.0
7441,5.797030308395359e-05,45578.0,212956.0
7442,5.489105058003786e-05,43018.0,203496.0
7443,5.332786511744209e-05,41927.0,199339.0
7444,5.329411814004186e-05,41722.0,196668.0
7445,5.1392189432598465e-05,40138.0,189937.0
7446,4.805633255335642e-05,37831.0,178075.0
7447,4.793598955847634e-05,37712.0,177688.0
7448,4.6533261422387355e-05,36338.0,172041.0
7449,4.253774664528413e-05,33304.0,158070.0
7450,4.250973028668771e-05,33389.0,157942.0
7451,4.176474984219197e-05,32591.0,154293.0
7452,3.979851085706133e-05,31407.0,147262.0
7453,3.969090257063417e-05,31351.0,146906.0
7454,3.912229783821135e-05,30856.0,145452.0
7455,3.723819772260204e-05,29175.0,140849.0
7456,3.7141413938359855e-05,29249.0,140597.0
7457,3.2870829458673596e-05,25590.0,120971.0
7458,3.093515377382996e-05,24158.0,112841.0
7459,3.092751294875821e-05,24402.0,112799.0
7460,2.974254832721413e-05,23390.0,108875.0
7461,2.7843803296883958e-05,21758.0,101392.0
7462,2.78138767320196e-05,21855.0,101309.0
7463,2.6670936648370152e-05,20903.0,97295.0
7464,2.6230315735899168e-05,20525.0,95713.0
7465,2.620357284814804e-05,20482.0,95652.0
7466,2.5102020566970576e-05,19625.0,92154.0
7467,2.3039634533020404e-05,18277.0,82511.0
7468,2.300397734935223e-05,17868.0,82432.0
7469,2.2225249927456255e-05,17389.0,80646.0
7470,2.0882374921095984e-05,16329.0,75282.0
7471,2.085308509165427e-05,16407.0,75202.0
7472,1.9525491735437505e-05,15334.0,70251.0
7473,1.7842600013384307e-05,14008.0,64251.0
7474,1.7811399977674655e-05,13932.0,64141.0
7475,1.6303610496849088e-05,12959.0,59894.0
7476,1.540199313838245e-05,12076.0,56744.0
7477,1.5379707398589843e-05,12236.0,56671.0
7478,1.4235493844095102e-05,11162.0,52572.0
7479,1.3270839678786514e-05,10684.0,49240.0
7480,1.3258104970333596e-05,10351.0,49198.0
7481,1.2662757350159649e-05,10108.0,47052.0
7482,1.1531278504117827e-05,9069.0,43636.0
7483,1.1501988674676115e-05,9113.0,43547.0
7484,1.040234659976659e-05,8156.0,39341.0
7485,9.381659717265162e-06,7331.0,35336.0
7486,9.35682703578197e-06,7129.0,35242.0
7487,8.641773156150589e-06,6719.0,32306.0
7488,7.922898863983331e-06,6238.0,30153.0
7489,7.894245769964265e-06,6244.0,30025.0
7490,6.4456726834447695e-06,5120.0,23602.0
7491,6.068725313238378e-06,4621.0,21892.0
7492,6.069998784083669e-06,4869.0,21863.0
7493,5.84459444446701e-06,4597.0,20728.0
7494,5.695598355567861e-06,4503.0,20189.0
7495,5.6898677367640485e-06,4442.0,20159.0
7496,5.460006249188867e-06,4298.0,19145.0
7497,5.161377335967925e-06,4114.0,17826.0
7498,5.157556923432049e-06,4071.0,17789.0
7499,4.831548387037332e-06,3776.0,16495.0
7500,4.614421607915069e-06,3615.0,15721.0
7501,4.598503222348921e-06,3657.0,15660.0
7502,4.159155780723228e-06,3291.0,14131.0
7503,3.91146570131396e-06,3095.0,13317.0
7504,3.904461611664855e-06,3040.0,13291.0
7505,3.4956774703261666e-06,2844.0,12079.0
7506,2.82519507028e-06,2191.0,9369.0
7507,2.8130970972497275e-06,2157.0,9331.0
7508,2.639905062290034e-06,2054.0,8646.0
7509,2.1107779260712646e-06,1720.0,6575.0
7510,2.0999534238862835e-06,1624.0,6542.0
7511,1.9713328685118056e-06,1597.0,6078.0
7512,1.722369318257246e-06,1350.0,5268.0
7513,1.70454072642316e-06,1334.0,5200.0
7514,1.581650789852495e-06,1252.0,4811.0
7515,1.4543037053233087e-06,1106.0,4476.0
7516,1.430744494685409e-06,1143.0,4403.0
7517,1.3326872395979355e-06,1092.0,4062.0
7518,1.1906952403478927e-06,945.0,3430.0
7519,1.1862380923893712e-06,927.0,3403.0
7520,2.6424520039806176e-07,208.0,249.0
7521,2.6233499413012396e-07,227.0,249.0
7522,2.5787784617160247e-07,218.0,249.0
7523,2.5405743363572686e-07,210.0,246.0
7524,2.4832681483191345e-07,175.0,232.0
7525,2.451431377186838e-07,205.0,229.0
7526,2.3813904806957857e-07,205.0,233.0
7527,2.3813904806957857e-07,184.0,234.0
7528,2.5214722736778906e-07,188.0,242.0
7529,2.496002856772053e-07,212.0,236.0
7530,2.4769007940926756e-07,191.0,232.0
7531,2.534206982130809e-07,220.0,227.0
7532,2.496002856772053e-07,193.0,213.0
7533,2.24767604194014e-07,187.0,183.0
7534,2.2413086877136806e-07,168.0,181.0
7535,2.2222066250343025e-07,181.0,179.0
7536,2.2031045623549248e-07,154.0,175.0
7537,2.1585330827697093e-07,163.0,163.0
7538,2.1266963116374129e-07,181.0,160.0
7539,2.0884921862786568e-07,168.0,156.0
7540,2.069390123599279e-07,157.0,155.0
7541,2.0439207066934416e-07,152.0,153.0
7542,2.0184512897876045e-07,151.0,153.0
7543,2.0375533524669822e-07,139.0,151.0
7544,2.012083935561145e-07,148.0,148.0
7545,1.992981872881767e-07,183.0,145.0
7546,1.9611451017494706e-07,135.0,139.0
7547,1.9356756848436332e-07,152.0,137.0
7548,1.9102062679377958e-07,138.0,136.0
7549,1.9102062679377958e-07,143.0,134.0
7550,1.87200214257904e-07,180.0,135.0
7551,1.852900079899662e-07,149.0,132.0
7552,1.9420430390700926e-07,173.0,135.0
7553,1.9420430390700926e-07,152.0,136.0
7554,1.8847368510319587e-07,160.0,135.0
7555,1.8847368510319587e-07,145.0,139.0
7556,1.8592674341261213e-07,132.0,137.0
7557,1.8465327256732026e-07,127.0,136.0
7558,1.8974715594848774e-07,127.0,133.0
7559,1.8847368510319587e-07,152.0,131.0
7560,1.9420430390700926e-07,145.0,132.0
7561,1.973879810202389e-07,173.0,132.0
7562,1.992981872881767e-07,162.0,133.0
7563,2.0057165813346858e-07,128.0,133.0
7564,2.0248186440140638e-07,165.0,134.0
7565,2.0821248320521977e-07,147.0,142.0
7566,2.094859540505116e-07,157.0,143.0
7567,2.2858801672988957e-07,173.0,148.0
7568,2.3368190011105703e-07,186.0,152.0
7569,2.3368190011105703e-07,168.0,153.0
7570,2.387757834922245e-07,192.0,158.0
7571,2.464166085639757e-07,190.0,160.0
7572,2.5724111074895653e-07,209.0,159.0
7573,2.699758192018752e-07,202.0,174.0
7574,2.7124929004716705e-07,208.0,176.0
7575,2.8462073392273157e-07,237.0,176.0
7576,2.986289132209421e-07,225.0,175.0
7577,3.0690647371533923e-07,224.0,179.0
7578,3.08816679983277e-07,250.0,179.0
7579,3.081799445606311e-07,246.0,172.0
7580,3.1327382794179853e-07,263.0,164.0
7581,3.2218812385884156e-07,239.0,158.0
7582,3.323758906211765e-07,270.0,156.0
7583,3.3746977400234394e-07,262.0,156.0
7584,3.470208053420329e-07,257.0,161.0
7585,3.6675960344405684e-07,265.0,179.0
7586,7.1129714063777066e-06,5525.0,7094.0
7587,7.186195979981988e-06,5545.0,7140.0
7588,7.263877701544792e-06,5768.0,7214.0
7589,7.310359387397945e-06,5682.0,7230.0
7590,7.33773901057172e-06,5802.0,7245.0
7591,7.355567602405806e-06,5644.0,7266.0
7592,7.420514615515691e-06,5820.0,7293.0
7593,7.469543243059428e-06,5943.0,7322.0
7594,7.544678022931648e-06,5738.0,7358.0
7595,7.577151529486591e-06,5956.0,7400.0
7596,7.596253592165968e-06,5874.0,7408.0
7597,7.630637304988848e-06,5937.0,7440.0
7598,7.66629448865702e-06,6050.0,7475.0
7599,7.68667002218169e-06,6113.0,7477.0
7600,7.726784353808384e-06,6024.0,7498.0
7601,7.765625214589786e-06,6171.0,7511.0
7602,7.789184425227686e-06,6237.0,7525.0
7603,7.850311025801696e-06,6192.0,7546.0
7604,7.880874326088701e-06,6147.0,7575.0
7605,7.899976388768079e-06,6344.0,7587.0
7606,7.922262128560685e-06,6250.0,7604.0
7607,8.014588764844346e-06,6211.0,7663.0
7608,8.054066361048393e-06,6153.0,7682.0
7609,8.083992925912752e-06,6346.0,7706.0
7610,8.16103791205291e-06,6381.0,7751.0
7611,8.194784889453144e-06,6483.0,7772.0
7612,8.254638019181862e-06,6441.0,7806.0
7613,8.28456458404622e-06,6562.0,7826.0
7614,8.321495238559685e-06,6583.0,7852.0
7615,8.3896259287828e-06,6573.0,7903.0
7616,8.427830054141556e-06,6597.0,7948.0
7617,8.46157703154179e-06,6484.0,7956.0
7618,8.555813874093388e-06,6703.0,8006.0
7619,8.623307828893857e-06,6753.0,8050.0
7620,8.769120240679775e-06,6774.0,8114.0
7621,8.792042715895028e-06,7112.0,8124.0
7622,8.832793782944368e-06,6957.0,8140.0
7623,8.89201017725044e-06,6733.0,8180.0
7624,8.934034715145072e-06,7077.0,8205.0
7625,9.035912382768421e-06,7045.0,8246.0
7626,9.113594104331224e-06,7249.0,8284.0
7627,9.182998265399632e-06,7133.0,8328.0
7628,9.228843215830137e-06,7363.0,8344.0
7629,9.334541295989362e-06,7169.0,8424.0
7630,9.3835699235331e-06,7381.0,8467.0
7631,9.444059788684464e-06,7319.0,8523.0
7632,9.47589655981676e-06,7492.0,8545.0
7633,9.557398693915439e-06,7474.0,8585.0
7634,9.623619177870616e-06,7514.0,8629.0
7635,9.708941724505171e-06,7618.0,8686.0
7636,9.796174477407664e-06,7629.0,8740.0
7637,9.905056234680118e-06,7756.0,8829.0
7638,9.957268539337085e-06,7755.0,8852.0
7639,1.0026035964982845e-05,7749.0,8894.0
7640,1.0067423767454831e-05,7870.0,8951.0
7641,1.0115815659575921e-05,7862.0,8982.0
7642,1.0217693327199271e-05,8011.0,9057.0
7643,1.0336126115811414e-05,8177.0,9136.0
7644,1.0389611891313673e-05,8279.0,9172.0
7645,1.0492126294359667e-05,8238.0,9207.0
7646,1.0420811927023322e-05,8253.0,9146.0
7647,6.221541814673401e-06,4930.0,5659.0
7648,6.319599069760875e-06,4929.0,5135.0
7649,5.377230644244896e-06,4220.0,4087.0
7650,5.11362217926948e-06,4003.0,3660.0
7651,5.0607731391898675e-06,3973.0,3398.0
7652,4.899679077260447e-06,3835.0,2921.0
7653,4.948707704804183e-06,3916.0,2938.0
7654,4.8926749876113416e-06,3902.0,2835.0
7655,4.962715884102394e-06,3892.0,2855.0
7656,5.0162016596046525e-06,3966.0,2895.0
7657,5.102797677084499e-06,4002.0,2914.0
7658,5.165834483926446e-06,3942.0,2968.0
7659,5.218046788583412e-06,4172.0,2979.0
7660,5.221230465696642e-06,4081.0,2987.0
7661,5.302095864372676e-06,4129.0,3032.0
7662,5.3288387521238045e-06,4192.0,3076.0
7663,5.433263361437738e-06,4308.0,3152.0
7664,5.516675701804355e-06,4311.0,3194.0
7665,5.621737046540934e-06,4498.0,3250.0
7666,5.63638196126179e-06,4500.0,3296.0
7667,5.704512651484905e-06,4542.0,3377.0
7668,5.738259628885139e-06,4589.0,3404.0
7669,5.780284166779771e-06,4622.0,3426.0
7670,5.758635162409809e-06,4476.0,3456.0
7671,5.878341421867244e-06,4638.0,3528.0
7672,5.9853129728717605e-06,4633.0,3606.0
7673,6.044529367177833e-06,4818.0,3676.0
7674,6.0712722549289615e-06,4773.0,3696.0
7675,6.1298519138123875e-06,4826.0,3736.0
7676,6.254015321228344e-06,4789.0,3861.0
7677,6.316415392647645e-06,4848.0,3897.0
7678,6.408742028931306e-06,4969.0,3955.0
7679,6.443762477176832e-06,5051.0,3970.0
7680,6.470505364927961e-06,5190.0,3997.0
7681,6.512529902822592e-06,5031.0,4005.0
7682,6.669803552216138e-06,5379.0,4107.0
7683,6.683174996091702e-06,5286.0,4118.0
7684,6.745575067511004e-06,5246.0,4157.0
7685,6.729019946522209e-06,5292.0,4180.0
7686,6.797150636745324e-06,5276.0,4235.0
7687,6.9238609858518646e-06,5330.0,4342.0
7688,6.9989957657240844e-06,5392.0,4383.0
7689,7.119975496026812e-06,5588.0,4476.0
7690,7.20466130723872e-06,5557.0,4558.0
7691,7.193200069631094e-06,5570.0,4543.0
7692,7.296351208099735e-06,5654.0,4585.0
7693,7.332008391767906e-06,5843.0,4603.0
7694,7.367028840013433e-06,5699.0,4686.0
7695,7.419877880093045e-06,5851.0,4677.0
7696,7.4561717991838635e-06,5800.0,4688.0
7697,7.679665932532586e-06,6172.0,4849.0
7698,7.603257681815073e-06,6007.0,4805.0
7699,7.723600676695155e-06,6148.0,4897.0
7700,7.7477966227557e-06,6099.0,4928.0
7701,7.757347654095389e-06,6141.0,4911.0
7702,7.819747725514691e-06,6197.0,4984.0
7703,7.81656404840146e-06,6162.0,4985.0
7704,7.964923401877963e-06,6163.0,5085.0
7705,8.07507862999571e-06,6317.0,5136.0
7706,8.162311382898203e-06,6413.0,5212.0
7707,8.131111347188552e-06,6345.0,5290.0
7708,8.255911490027154e-06,6503.0,5422.0
7709,8.324678915672914e-06,6347.0,5558.0
7710,8.248270664955402e-06,6433.0,5591.0
7711,8.264825785944197e-06,6534.0,5582.0
7712,8.283291113200928e-06,6546.0,5606.0
7713,8.24254004615159e-06,6631.0,5630.0
7714,8.35205853884669e-06,6423.0,5706.0
7715,8.555813874093388e-06,6632.0,5929.0
7716,8.446295381398288e-06,6649.0,5968.0
7717,8.458393354428561e-06,6637.0,5981.0
7718,8.41445861026599e-06,6445.0,5954.0
7719,8.359062628495794e-06,6602.0,5999.0
7720,8.301756440457661e-06,6486.0,5976.0
7721,8.5227036321158e-06,6668.0,6156.0
7722,8.558997551206618e-06,6762.0,6197.0
7723,8.72773243820779e-06,6913.0,6302.0
7724,8.709903846373704e-06,6844.0,6338.0
7725,8.890099970982503e-06,6915.0,6466.0
7726,9.290606551826793e-06,7196.0,6805.0
7727,9.435782228190066e-06,7455.0,6918.0
7728,9.551031339688979e-06,7315.0,7078.0
7729,9.618525294489449e-06,7647.0,7174.0
7730,9.75606014578097e-06,7536.0,7324.0
7731,9.794264271139726e-06,7727.0,7355.0
7732,9.864941903053424e-06,7842.0,7413.0
7733,9.924158297359496e-06,7801.0,7516.0
7734,9.863031696785486e-06,7860.0,7476.0
7735,9.974460395748524e-06,7663.0,7563.0
7736,9.98464816251086e-06,7818.0,7636.0
7737,1.0136827928523237e-05,7959.0,7846.0
7738,1.0123456484647672e-05,7942.0,7909.0
7739,1.0163570816274367e-05,7676.0,7991.0
7740,1.0224060681425729e-05,7888.0,8060.0
7741,1.026162807136184e-05,8006.0,8060.0
7742,1.0204958618746351e-05,8097.0,8004.0
7743,1.0418901720755385e-05,8268.0,8246.0
7744,1.0416354779064801e-05,8143.0,8280.0
7745,1.0588273343179203e-05,8284.0,8401.0
7746,1.0584452930643328e-05,8401.0,8418.0
7747,1.0575538634726285e-05,8432.0,8429.0
7748,1.0564714132541304e-05,8085.0,8519.0
7749,1.058254272437539e-05,8257.0,8547.0
7750,1.0739816373768935e-05,8379.0,8748.0
7751,1.0772289880323876e-05,8427.0,8775.0
7752,1.083150627462995e-05,8465.0,8874.0
7753,1.0880534902173686e-05,8508.0,8941.0
7754,1.087353081252458e-05,8470.0,8927.0
7755,1.0821318507867615e-05,8457.0,8911.0
7756,1.0841057305969638e-05,8561.0,8925.0
7757,1.0943571709015632e-05,8597.0,8967.0
7758,1.1143506631726456e-05,8637.0,9116.0
7759,1.11912617884249e-05,8864.0,9132.0
7760,1.1424943688535958e-05,8931.0,9368.0
7761,1.1585401015042733e-05,8959.0,9595.0
7762,1.1894217695026009e-05,9050.0,9885.0
7763,1.1949613676796205e-05,9454.0,9966.0
7764,1.2036209694276052e-05,9372.0,10061.0
7765,1.2187752724865784e-05,9438.0,10176.0
7766,1.2253336473398315e-05,9728.0,10287.0
7767,1.2285809979953257e-05,9717.0,10314.0
7768,1.2430348920893885e-05,9627.0,10480.0
7769,1.26939573858693e-05,9728.0,10726.0
7770,1.2764635017782998e-05,9957.0,10824.0
7771,1.28270350892023e-05,9925.0,10899.0
7772,1.2850594299840199e-05,10036.0,10976.0
7773,1.2777369726235918e-05,10021.0,10909.0
7774,1.2946741348659735e-05,10026.0,11009.0
7775,1.3440211301210333e-05,10688.0,11545.0
7776,1.3454856215931189e-05,10321.0,11588.0
7777,1.3556097148131892e-05,10523.0,11706.0
7778,1.3564374708626289e-05,10602.0,11679.0
7779,1.3957877199821475e-05,11076.0,12025.0
7780,1.3863003621847232e-05,11057.0,11976.0
7781,1.3835623998673456e-05,10958.0,11941.0
7782,1.4157812122532297e-05,11197.0,12295.0
7783,1.412470188055471e-05,11118.0,12313.0
7784,1.4334824570027867e-05,11150.0,12487.0
7785,1.432017965530701e-05,11067.0,12420.0
7786,1.4448163475258842e-05,11348.0,12586.0
7787,1.4901519096182746e-05,11701.0,13096.0
7788,1.4734694415449511e-05,11518.0,13068.0
7789,1.5067707041493334e-05,11726.0,13336.0
7790,1.5176588798765788e-05,12053.0,13424.0
7791,1.552551981037576e-05,12014.0,13866.0
7792,1.563058115511234e-05,12204.0,14029.0
7793,1.5647773011523777e-05,12444.0,14066.0
7794,1.582478545901935e-05,12536.0,14234.0
7795,1.5884638588748066e-05,12512.0,14365.0
7796,1.5906287593118028e-05,12462.0,14406.0
7797,1.586171611353281e-05,12502.0,14360.0
7798,1.6090940865685346e-05,12623.0,14456.0
7799,1.6193455268731343e-05,12739.0,14575.0
7800,1.627241046113944e-05,12643.0,14525.0
7801,1.6482533150612596e-05,12837.0,14639.0
7802,1.675250896981447e-05,12939.0,14951.0
7803,1.6837831516449027e-05,13264.0,15036.0
7804,1.6966452071823504e-05,13443.0,15097.0
7805,1.718485232179106e-05,13600.0,15372.0
7806,1.7144737990164365e-05,13570.0,15273.0
7807,1.754906498354453e-05,13547.0,15596.0
7808,1.780757956513878e-05,13891.0,15829.0
7809,1.7905000084803606e-05,13905.0,15866.0
7810,1.8330976082553737e-05,14299.0,16167.0
7811,1.8529637534419267e-05,14648.0,16385.0
7812,1.8420755777146812e-05,14454.0,16304.0
7813,1.8524543651038098e-05,14440.0,16419.0
7814,1.8980446213652587e-05,15032.0,16748.0
7815,1.9275254714337652e-05,15343.0,17011.0
7816,1.917083010502372e-05,15095.0,17023.0
7817,1.907531979162683e-05,15012.0,17018.0
7818,1.897407885942613e-05,14815.0,16950.0
7819,1.915172804234434e-05,15221.0,17118.0
7820,1.917401378213695e-05,15120.0,17146.0
7821,1.924596488489594e-05,15137.0,17274.0
7822,1.9312822104273763e-05,15207.0,17375.0
7823,1.930390780835672e-05,15025.0,17321.0
7824,1.9325556812726683e-05,15143.0,17384.0
7825,1.9697410299551907e-05,15569.0,17815.0
7826,1.968085517856311e-05,15389.0,17900.0
7827,1.9747712397940934e-05,15458.0,18018.0
7828,1.9608267340381474e-05,15483.0,17854.0
7829,1.981584308816405e-05,15636.0,17999.0
7830,2.012083935561145e-05,15675.0,18357.0
7831,2.0322047749167565e-05,15834.0,18505.0
7832,2.040609682495683e-05,16028.0,18600.0
7833,2.0442390744047648e-05,16021.0,18602.0
7834,2.0708546150713646e-05,15957.0,18845.0
7835,2.1139616031844943e-05,16695.0,19270.0
7836,2.1160628300792257e-05,16481.0,19327.0
7837,2.1240220228623e-05,16496.0,19373.0
7838,2.1477722541269933e-05,16846.0,19559.0
7839,2.1613347186293516e-05,17294.0,19622.0
7840,2.1693575849546904e-05,17225.0,19689.0
7841,2.18502127635178e-05,17106.0,19847.0
7842,2.257036052653035e-05,17516.0,20469.0
7843,2.2587552382941792e-05,17606.0,20534.0
7844,2.266778104619518e-05,17829.0,20517.0
7845,2.3206459213753636e-05,18103.0,21026.0
7846,2.347388809126493e-05,18539.0,21240.0
7847,2.4039945881997163e-05,18868.0,21820.0
7848,2.398072948769109e-05,18705.0,21807.0
7849,2.4274264517530863e-05,19113.0,22075.0
7850,2.464739147520138e-05,19313.0,22325.0
7851,2.4720616048805665e-05,19250.0,22306.0
7852,2.5543278214864208e-05,20036.0,22912.0
7853,2.623477288385769e-05,20635.0,23751.0
7854,2.6343017905707497e-05,20876.0,23829.0
7855,2.7790954256804346e-05,21651.0,25151.0
7856,2.796287282091875e-05,21956.0,25386.0
7857,2.8292065034426696e-05,22151.0,25621.0
7858,2.8576049032926782e-05,22367.0,25884.0
7859,2.902240056420158e-05,22668.0,26282.0
7860,2.900202503067691e-05,22623.0,26239.0
7861,2.9189225244934813e-05,22966.0,26370.0
7862,2.9736817708410316e-05,23144.0,26963.0
7863,3.059131664560116e-05,23953.0,27749.0
7864,3.12961827584702e-05,24356.0,28396.0
7865,3.1339480767210127e-05,24596.0,28504.0
7866,3.1219137772330044e-05,24593.0,28319.0
7867,3.163619947416313e-05,24844.0,28596.0
7868,3.199850192964866e-05,24971.0,28956.0
7869,3.2155138843619564e-05,25034.0,29212.0
7870,3.2032885642471545e-05,24951.0,28996.0
7871,3.219143276271038e-05,25134.0,29053.0
7872,3.253463315551654e-05,25621.0,29165.0
7873,3.291985808621733e-05,25829.0,29382.0
7874,3.427992494898904e-05,26976.0,30462.0
7875,3.4098455353534946e-05,26910.0,30310.0
7876,3.511468508807786e-05,27457.0,31067.0
7877,3.58042695508034e-05,28335.0,31558.0
7878,3.686698097119946e-05,29015.0,32455.0
7879,3.712167514025783e-05,29165.0,32603.0
7880,3.68924503881053e-05,28813.0,32387.0
7881,3.812644363719312e-05,30125.0,33400.0
7882,3.850148080113157e-05,30290.0,33457.0
7883,3.8947195596983724e-05,30470.0,33753.0
7884,3.9308224581623965e-05,30915.0,34170.0
7885,3.962659229294693e-05,30966.0,34442.0
7886,4.08987896673935e-05,31863.0,35219.0
7887,4.239957505856996e-05,33494.0,36479.0
7888,4.282809799801068e-05,33579.0,36831.0
7889,4.436454057285531e-05,34667.0,38196.0
7890,4.477650839130723e-05,34965.0,38442.0
7891,4.5001275995501245e-05,35386.0,38579.0
7892,4.5598533821943124e-05,35691.0,39100.0
7893,4.577809321112928e-05,35991.0,39127.0
7894,4.633268976425389e-05,36290.0,39660.0
7895,4.672364531375849e-05,36371.0,40006.0
7896,4.740176853887641e-05,37316.0,40379.0
7897,4.822124702782172e-05,37698.0,40899.0
7898,4.839507579820406e-05,37376.0,40842.0
7899,4.9947436758614845e-05,39205.0,42361.0
7900,5.122791169355581e-05,40336.0,43526.0
7901,5.1754491888083995e-05,40931.0,44071.0
7902,5.396587401093332e-05,42244.0,45297.0
7903,5.3977971983963593e-05,42308.0,45293.0
7904,5.4405858187981655e-05,42606.0,45433.0
7905,5.637782779191611e-05,44165.0,47432.0
7906,5.6843281385870284e-05,44576.0,48156.0
7907,5.8006597003044406e-05,45469.0,48904.0
7908,5.8062629720237246e-05,45869.0,49151.0
7909,5.927115355241922e-05,46514.0,50175.0
7910,6.000403602388469e-05,47595.0,50542.0
7911,6.13793845367999e-05,48021.0,51509.0
7912,6.176588293834599e-05,48642.0,51686.0
7913,6.194671579837743e-05,48378.0,51915.0
7914,6.194544232753214e-05,48919.0,52984.0
7915,6.431791851231088e-05,50660.0,54783.0
7916,6.511893167399946e-05,50829.0,55764.0
7917,6.504570710039518e-05,51182.0,58104.0
7918,6.588110397490665e-05,51668.0,58925.0
7919,6.691134188874776e-05,52316.0,59586.0
7920,6.646371688662767e-05,52555.0,59623.0
7921,6.750286909638583e-05,52994.0,60894.0
7922,6.742709758109097e-05,53168.0,60865.0
7923,6.726409331289361e-05,52832.0,61319.0
7924,7.014659457121174e-05,54642.0,64222.0
7925,7.164483302069762e-05,56033.0,65784.0
7926,7.113289774089029e-05,55848.0,67607.0
7927,7.155186964899131e-05,55782.0,68122.0
7928,7.29864345562126e-05,57479.0,69788.0
7929,7.275720980406007e-05,57168.0,72384.0
7930,7.306602648404335e-05,57167.0,72702.0
7931,7.771037465682276e-05,61068.0,78542.0
7932,7.805102810793834e-05,60881.0,79009.0
7933,8.008030389991092e-05,62888.0,80021.0
7934,8.188417535226685e-05,64036.0,81369.0
7935,8.340215259985475e-05,65367.0,83085.0
7936,8.700352815034015e-05,68142.0,87130.0
7937,8.989685391084326e-05,70448.0,89462.0
7938,9.120407173353536e-05,72057.0,90441.0
7939,9.276534698986319e-05,73004.0,91906.0
