pos	n_partitions	T_obs	null_q95	empirical_p	licensed	shuffleable_frac	enough_pooled_depth	top	feasible_0.005	feasible_0.01	feasible_0.02	feasible_0.05	feasible_0.1	per_cluster
11187	8	1.9150446640056704e-05	9.77258156499743e-07	0.0	True	1.0	True	FLT3int	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.01281, ""n"": 1183, ""pooled_depth"": 16927.0, ""callable"": true}, ""FLT3intCD9hi"": {""vaf"": 0.01214, ""n"": 697, ""pooled_depth"": 10044.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.00948, ""n"": 842, ""pooled_depth"": 15900.0, ""callable"": true}, ""LMPP"": {""vaf"": 0.00965, ""n"": 1013, ""pooled_depth"": 17894.0, ""callable"": true}, ""LTHSC"": {""vaf"": 0.0126, ""n"": 1302, ""pooled_depth"": 25776.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.00041, ""n"": 1217, ""pooled_depth"": 8447.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.01201, ""n"": 1136, ""pooled_depth"": 16650.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.00068, ""n"": 1322, ""pooled_depth"": 12297.0, ""callable"": false}}"
11235	8	2.6172448341570767e-05	2.0327945619724717e-06	0.0	True	1.0	True	LTHSC	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.01672, ""n"": 1056, ""pooled_depth"": 12773.0, ""callable"": true}, ""FLT3intCD9hi"": {""vaf"": 0.01669, ""n"": 571, ""pooled_depth"": 7404.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.0122, ""n"": 707, ""pooled_depth"": 12216.0, ""callable"": true}, ""LMPP"": {""vaf"": 0.01301, ""n"": 837, ""pooled_depth"": 13434.0, ""callable"": true}, ""LTHSC"": {""vaf"": 0.01687, ""n"": 1175, ""pooled_depth"": 19474.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.00376, ""n"": 1056, ""pooled_depth"": 6303.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.01638, ""n"": 981, ""pooled_depth"": 12560.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.00254, ""n"": 1239, ""pooled_depth"": 9505.0, ""callable"": false}}"
11391	8	1.8436565605481597e-05	2.388495493776734e-06	0.0	True	1.0	True	STHSC	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00911, ""n"": 809, ""pooled_depth"": 6193.0, ""callable"": true}, ""FLT3intCD9hi"": {""vaf"": 0.0139, ""n"": 364, ""pooled_depth"": 4064.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.01317, ""n"": 512, ""pooled_depth"": 6133.0, ""callable"": true}, ""LMPP"": {""vaf"": 0.00851, ""n"": 602, ""pooled_depth"": 6783.0, ""callable"": true}, ""LTHSC"": {""vaf"": 0.01357, ""n"": 854, ""pooled_depth"": 9918.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.00393, ""n"": 593, ""pooled_depth"": 3451.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.01575, ""n"": 645, ""pooled_depth"": 6901.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.00401, ""n"": 867, ""pooled_depth"": 5116.0, ""callable"": false}}"
11447	8	5.143148884184484e-06	6.89839869684572e-07	0.0	True	1.0	True	LTHSC	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00581, ""n"": 1008, ""pooled_depth"": 11811.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 0.00711, ""n"": 562, ""pooled_depth"": 7417.0, ""callable"": false}, ""FLT3intCD9lo"": {""vaf"": 0.00662, ""n"": 667, ""pooled_depth"": 11640.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00545, ""n"": 837, ""pooled_depth"": 12433.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.00713, ""n"": 1127, ""pooled_depth"": 18476.0, ""callable"": false}, ""MPP2"": {""vaf"": 0.00065, ""n"": 946, ""pooled_depth"": 5842.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.00712, ""n"": 885, ""pooled_depth"": 12047.0, ""callable"": false}, ""preMegE"": {""vaf"": 0.00145, ""n"": 1134, ""pooled_depth"": 8521.0, ""callable"": false}}"
11495	8	4.953466059937201e-06	8.676869014007552e-07	0.0	True	1.0	True	FLT3intCD9hi	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00573, ""n"": 985, ""pooled_depth"": 10960.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 0.00859, ""n"": 495, ""pooled_depth"": 6499.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.00637, ""n"": 655, ""pooled_depth"": 10736.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00574, ""n"": 796, ""pooled_depth"": 11809.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.00736, ""n"": 1075, ""pooled_depth"": 16395.0, ""callable"": false}, ""MPP2"": {""vaf"": 0.00186, ""n"": 898, ""pooled_depth"": 5107.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.00707, ""n"": 865, ""pooled_depth"": 10874.0, ""callable"": false}, ""preMegE"": {""vaf"": 0.00153, ""n"": 1085, ""pooled_depth"": 7703.0, ""callable"": false}}"
12109	8	2.0581191305501373e-06	1.0205400894492716e-06	0.0	True	1.0	True	MPP2	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00384, ""n"": 930, ""pooled_depth"": 9262.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 0.00712, ""n"": 455, ""pooled_depth"": 5457.0, ""callable"": false}, ""FLT3intCD9lo"": {""vaf"": 0.00405, ""n"": 641, ""pooled_depth"": 8953.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00382, ""n"": 728, ""pooled_depth"": 9849.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.00567, ""n"": 997, ""pooled_depth"": 13656.0, ""callable"": false}, ""MPP2"": {""vaf"": 0.00719, ""n"": 855, ""pooled_depth"": 4825.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.00544, ""n"": 794, ""pooled_depth"": 8974.0, ""callable"": false}, ""preMegE"": {""vaf"": 0.00502, ""n"": 1071, ""pooled_depth"": 7481.0, ""callable"": false}}"
13018	8	4.574426116242211e-06	7.885329435463652e-07	0.0	True	1.0	True	FLT3intCD9hi	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00406, ""n"": 1054, ""pooled_depth"": 13834.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 0.0086, ""n"": 573, ""pooled_depth"": 7811.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.00554, ""n"": 744, ""pooled_depth"": 13319.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00442, ""n"": 855, ""pooled_depth"": 14191.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.0079, ""n"": 1135, ""pooled_depth"": 20589.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.00299, ""n"": 1024, ""pooled_depth"": 6374.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.00676, ""n"": 961, ""pooled_depth"": 13274.0, ""callable"": false}, ""preMegE"": {""vaf"": 0.00246, ""n"": 1193, ""pooled_depth"": 9555.0, ""callable"": false}}"
13107	8	2.7420608991175768e-06	9.379917447817471e-07	0.0	True	1.0	True	FLT3intCD9hi	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00745, ""n"": 1056, ""pooled_depth"": 13808.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 0.00914, ""n"": 558, ""pooled_depth"": 8562.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.0073, ""n"": 733, ""pooled_depth"": 13440.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00593, ""n"": 875, ""pooled_depth"": 14381.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.00836, ""n"": 1167, ""pooled_depth"": 21700.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.00383, ""n"": 1091, ""pooled_depth"": 6944.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.00711, ""n"": 949, ""pooled_depth"": 13836.0, ""callable"": false}, ""preMegE"": {""vaf"": 0.00504, ""n"": 1189, ""pooled_depth"": 10255.0, ""callable"": false}}"
13848	8	8.92272732945618e-06	9.086331328167864e-07	0.0	True	1.0	True	FLT3intCD9hi	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00668, ""n"": 994, ""pooled_depth"": 11643.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 0.01029, ""n"": 527, ""pooled_depth"": 6716.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.00611, ""n"": 695, ""pooled_depth"": 11452.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00521, ""n"": 804, ""pooled_depth"": 12374.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.00869, ""n"": 1074, ""pooled_depth"": 17247.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.00134, ""n"": 893, ""pooled_depth"": 5338.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.00953, ""n"": 891, ""pooled_depth"": 11591.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.00124, ""n"": 1114, ""pooled_depth"": 8232.0, ""callable"": false}}"
13896	8	9.867799833448134e-06	1.021716691780049e-06	0.0	True	1.0	True	FLT3intCD9hi	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00719, ""n"": 971, ""pooled_depth"": 10834.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 0.01095, ""n"": 534, ""pooled_depth"": 6584.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.00738, ""n"": 646, ""pooled_depth"": 10133.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00629, ""n"": 790, ""pooled_depth"": 10694.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.00909, ""n"": 1020, ""pooled_depth"": 16718.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.00237, ""n"": 835, ""pooled_depth"": 5139.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.01083, ""n"": 884, ""pooled_depth"": 10728.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.00135, ""n"": 1090, ""pooled_depth"": 7904.0, ""callable"": false}}"
14771	8	1.129528150947285e-05	9.523579757073933e-07	0.0	True	1.0	True	FLT3intCD9hi	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00838, ""n"": 1089, ""pooled_depth"": 14757.0, ""callable"": true}, ""FLT3intCD9hi"": {""vaf"": 0.01159, ""n"": 606, ""pooled_depth"": 8827.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.00736, ""n"": 798, ""pooled_depth"": 13994.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00898, ""n"": 889, ""pooled_depth"": 14738.0, ""callable"": true}, ""LTHSC"": {""vaf"": 0.01075, ""n"": 1197, ""pooled_depth"": 22660.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.00108, ""n"": 1024, ""pooled_depth"": 6120.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.01071, ""n"": 1053, ""pooled_depth"": 14253.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.00159, ""n"": 1193, ""pooled_depth"": 9697.0, ""callable"": false}}"
14819	8	4.0787059513778895e-05	3.1438825172117947e-06	0.0	True	1.0	True	FLT3intCD9hi	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.01328, ""n"": 906, ""pooled_depth"": 9317.0, ""callable"": true}, ""FLT3intCD9hi"": {""vaf"": 0.01997, ""n"": 453, ""pooled_depth"": 5129.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.01083, ""n"": 645, ""pooled_depth"": 8972.0, ""callable"": true}, ""LMPP"": {""vaf"": 0.01294, ""n"": 709, ""pooled_depth"": 9949.0, ""callable"": true}, ""LTHSC"": {""vaf"": 0.01837, ""n"": 956, ""pooled_depth"": 13266.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.00096, ""n"": 784, ""pooled_depth"": 4264.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.01775, ""n"": 775, ""pooled_depth"": 8781.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.00047, ""n"": 1014, ""pooled_depth"": 6782.0, ""callable"": false}}"
14955	8	7.581743686220988e-06	8.971346936321214e-07	0.0	True	1.0	True	STHSC	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00865, ""n"": 1073, ""pooled_depth"": 13630.0, ""callable"": true}, ""FLT3intCD9hi"": {""vaf"": 0.00818, ""n"": 537, ""pooled_depth"": 7728.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.00717, ""n"": 769, ""pooled_depth"": 13090.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00783, ""n"": 913, ""pooled_depth"": 14624.0, ""callable"": true}, ""LTHSC"": {""vaf"": 0.00907, ""n"": 1146, ""pooled_depth"": 19929.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.00266, ""n"": 1047, ""pooled_depth"": 6257.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.01059, ""n"": 993, ""pooled_depth"": 12625.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.0018, ""n"": 1220, ""pooled_depth"": 9578.0, ""callable"": false}}"
14976	8	1.7819985119070482e-06	8.123009401892825e-07	0.0	True	1.0	True	FLT3intCD9hi	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00537, ""n"": 1065, ""pooled_depth"": 14115.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 0.00769, ""n"": 553, ""pooled_depth"": 8114.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.00534, ""n"": 768, ""pooled_depth"": 13641.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.0053, ""n"": 912, ""pooled_depth"": 15091.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.00705, ""n"": 1166, ""pooled_depth"": 21129.0, ""callable"": false}, ""MPP2"": {""vaf"": 0.00468, ""n"": 1072, ""pooled_depth"": 6721.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.00658, ""n"": 1020, ""pooled_depth"": 13376.0, ""callable"": false}, ""preMegE"": {""vaf"": 0.00391, ""n"": 1245, ""pooled_depth"": 10297.0, ""callable"": false}}"
15024	8	1.558876962376664e-05	2.0451285860891916e-06	0.0	True	1.0	True	FLT3intCD9hi	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.01387, ""n"": 998, ""pooled_depth"": 11754.0, ""callable"": true}, ""FLT3intCD9hi"": {""vaf"": 0.01654, ""n"": 509, ""pooled_depth"": 6688.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.01224, ""n"": 687, ""pooled_depth"": 11503.0, ""callable"": true}, ""LMPP"": {""vaf"": 0.01234, ""n"": 796, ""pooled_depth"": 12701.0, ""callable"": true}, ""LTHSC"": {""vaf"": 0.0154, ""n"": 1075, ""pooled_depth"": 17543.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.00525, ""n"": 958, ""pooled_depth"": 5779.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.01498, ""n"": 913, ""pooled_depth"": 11509.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.00473, ""n"": 1146, ""pooled_depth"": 9015.0, ""callable"": false}}"
15618	8	8.821454183832544e-06	2.195440651047064e-06	0.0	True	1.0	True	FLT3intCD9hi	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00635, ""n"": 774, ""pooled_depth"": 5237.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 0.01263, ""n"": 369, ""pooled_depth"": 3175.0, ""callable"": true}, ""FLT3intCD9lo"": {""vaf"": 0.00718, ""n"": 524, ""pooled_depth"": 4992.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00835, ""n"": 564, ""pooled_depth"": 5776.0, ""callable"": true}, ""LTHSC"": {""vaf"": 0.00621, ""n"": 828, ""pooled_depth"": 8099.0, ""callable"": false}, ""MPP2"": {""vaf"": 0.00406, ""n"": 595, ""pooled_depth"": 2805.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.00825, ""n"": 637, ""pooled_depth"": 5490.0, ""callable"": true}, ""preMegE"": {""vaf"": 0.0017, ""n"": 883, ""pooled_depth"": 4466.0, ""callable"": false}}"
15730	8	3.738844636742624e-06	6.39213671775362e-07	0.0	True	1.0	True	FLT3intCD9hi	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.00573, ""n"": 1009, ""pooled_depth"": 12525.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 0.00742, ""n"": 571, ""pooled_depth"": 8753.0, ""callable"": false}, ""FLT3intCD9lo"": {""vaf"": 0.00682, ""n"": 740, ""pooled_depth"": 12412.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00528, ""n"": 821, ""pooled_depth"": 13871.0, ""callable"": false}, ""LTHSC"": {""vaf"": 0.00689, ""n"": 1102, ""pooled_depth"": 21556.0, ""callable"": false}, ""MPP2"": {""vaf"": 0.00272, ""n"": 993, ""pooled_depth"": 7739.0, ""callable"": false}, ""STHSC"": {""vaf"": 0.00736, ""n"": 933, ""pooled_depth"": 14267.0, ""callable"": false}, ""preMegE"": {""vaf"": 0.00222, ""n"": 1188, ""pooled_depth"": 11068.0, ""callable"": false}}"
15930	8	0.09773892635612833	0.0018806628756301272	0.0	True	1.0	True	MPP2	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.0, ""n"": 1053, ""pooled_depth"": 12268.0, ""callable"": false}, ""FLT3intCD9hi"": {""vaf"": 0.00028, ""n"": 568, ""pooled_depth"": 7115.0, ""callable"": false}, ""FLT3intCD9lo"": {""vaf"": 9e-05, ""n"": 755, ""pooled_depth"": 11470.0, ""callable"": false}, ""LMPP"": {""vaf"": 0.00025, ""n"": 859, ""pooled_depth"": 12286.0, ""callable"": false}, ""LTHSC"": {""vaf"": 5e-05, ""n"": 1133, ""pooled_depth"": 19150.0, ""callable"": false}, ""MPP2"": {""vaf"": 0.86055, ""n"": 966, ""pooled_depth"": 5644.0, ""callable"": true}, ""STHSC"": {""vaf"": 9e-05, ""n"": 974, ""pooled_depth"": 11830.0, ""callable"": false}, ""preMegE"": {""vaf"": 0.85445, ""n"": 1132, ""pooled_depth"": 8279.0, ""callable"": true}}"
15984	8	3.3602185172551494e-06	1.5593156912722088e-06	0.0	True	1.0	True	FLT3int	True	True	True	True	True	"{""FLT3int"": {""vaf"": 0.01164, ""n"": 1020, ""pooled_depth"": 11590.0, ""callable"": true}, ""FLT3intCD9hi"": {""vaf"": 0.00762, ""n"": 542, ""pooled_depth"": 6925.0, ""callable"": false}, ""FLT3intCD9lo"": {""vaf"": 0.00992, ""n"": 697, ""pooled_depth"": 10551.0, ""callable"": true}, ""LMPP"": {""vaf"": 0.00811, ""n"": 807, ""pooled_depth"": 12170.0, ""callable"": true}, ""LTHSC"": {""vaf"": 0.00803, ""n"": 1081, ""pooled_depth"": 18537.0, ""callable"": true}, ""MPP2"": {""vaf"": 0.00842, ""n"": 910, ""pooled_depth"": 5941.0, ""callable"": true}, ""STHSC"": {""vaf"": 0.00703, ""n"": 879, ""pooled_depth"": 11380.0, ""callable"": false}, ""preMegE"": {""vaf"": 0.00671, ""n"": 1099, ""pooled_depth"": 8903.0, ""callable"": false}}"
